    0	    1		1		0.517180
    0	    2		2		0.392000
    0	    3		2		0.028200
    0	    4		2		0.158580
    0	    5		2		0.128760
    0	    6		2		0.179160
    0	    7		2		0.283980
    0	    8		2		0.077760
    0	    9		2		0.130000
    0	   10		2		0.098480
    0	   11		2		0.113680
    0	   12		2		0.179760
    0	   13		2		0.292860
    0	   14		2		0.408620
    0	   15		2		0.395500
    0	   16		2		0.368360
    0	   17		2		0.321380
    0	   18		2		0.029100
    0	   19		2		0.316000
    0	   20		2		0.465080
    0	   21		2		0.486500
    0	   22		2		0.014920
    0	   23		2		0.460540
    0	   24		2		0.112720
    0	   25		2		0.073320
    0	   26		2		0.488560
    0	   27		2		0.198960
    0	   28		2		0.143320
    0	   29		2		0.501320
    0	   30		2		0.204120
    0	   31		2		0.143900
    0	   32		2		0.270280
    0	   33		2		0.402280
    0	   34		2		0.413800
    0	   35		2		0.303900
    0	   36		2		0.168400
    0	   37		2		0.202600
    0	   38		2		0.072520
    0	   39		2		0.137420
    0	   40		2		0.291460
    0	   41		2		0.343220
    0	   42		2		0.073440
    0	   43		2		0.449860
    0	   44		2		0.048360
    0	   45		2		0.456280
    0	   46		2		0.295700
    0	   47		2		0.270120
    0	   48		2		0.247480
    0	   49		2		0.014300
    0	   50		2		0.107700
    0	   51		2		0.220860
    0	   52		2		0.073180
    0	   53		2		0.111900
    0	   54		2		0.492220
    0	   55		2		0.241700
    0	   56		2		0.108200
    0	   57		2		0.200060
    0	   58		2		0.328460
    0	   59		2		0.023340
    0	   60		2		0.258400
    0	   61		2		0.216920
    0	   62		2		0.005020
    0	   63		2		0.469620
    0	   64		2		0.367180
    0	   65		2		0.403640
    0	   66		2		0.322480
    0	   67		2		0.073080
    0	   68		2		0.124020
    0	   69		2		0.014300
    0	   70		2		0.468440

    0	   81		3		0.654700
    0	  128		3		0.595640
    0	 9137		3		0.578200
    0	   93		3		0.575620
    0	   74		3		0.561760
    0	  136		3		0.557040
    0	   82		3		0.554920
    0	  155		3		0.545040
    0	   80		3		0.544420
    0	  145		3		0.540640
    0	  342		3		0.537860
    0	   78		3		0.534580
    0	   89		3		0.529840
    0	  101		3		0.528160
    0	  143		3		0.524500
    0	 5024		3		0.512460
    0	 1365		3		0.508860
    0	   75		3		0.508780
    0	  114		3		0.505020
    0	  151		3		0.496680
    0	 5033		3		0.487980
    0	   88		3		0.487020
    0	  113		3		0.486960
    0	  110		3		0.486500
    0	  112		3		0.486480
    0	  105		3		0.486040
    0	  160		3		0.484360
    0	   95		3		0.484240
    0	  887		3		0.483900
    0	 2348		3		0.483720
