    0	    1		1		0.515400
    0	    2		2		0.395400
    0	    3		2		0.028000
    0	    4		2		0.157400
    0	    5		2		0.124200
    0	    6		2		0.180000
    0	    7		2		0.284600
    0	    8		2		0.079600
    0	    9		2		0.126200
    0	   10		2		0.096800
    0	   11		2		0.109400
    0	   12		2		0.178000
    0	   13		2		0.301600
    0	   14		2		0.396000
    0	   15		2		0.394000
    0	   16		2		0.362400
    0	   17		2		0.318200
    0	   18		2		0.028800
    0	   19		2		0.315800
    0	   20		2		0.460800
    0	   21		2		0.479400
    0	   22		2		0.017200
    0	   23		2		0.459200
    0	   24		2		0.117200
    0	   25		2		0.068600
    0	   26		2		0.489600
    0	   27		2		0.198400
    0	   28		2		0.144000
    0	   29		2		0.507600
    0	   30		2		0.203200
    0	   31		2		0.150400
    0	   32		2		0.265400
    0	   33		2		0.412200
    0	   34		2		0.414400
    0	   35		2		0.313600
    0	   36		2		0.168800
    0	   37		2		0.203200
    0	   38		2		0.071400
    0	   39		2		0.142200
    0	   40		2		0.290200
    0	   41		2		0.346400
    0	   42		2		0.072000
    0	   43		2		0.449000
    0	   44		2		0.044000
    0	   45		2		0.460200
    0	   46		2		0.302800
    0	   47		2		0.264000
    0	   48		2		0.246400
    0	   49		2		0.014600
    0	   50		2		0.108200
    0	   51		2		0.213600
    0	   52		2		0.071200
    0	   53		2		0.114200
    0	   54		2		0.499000
    0	   55		2		0.240800
    0	   56		2		0.110600
    0	   57		2		0.201000
    0	   58		2		0.323800
    0	   59		2		0.026200
    0	   60		2		0.251800
    0	   61		2		0.220800
    0	   62		2		0.004400
    0	   63		2		0.463200
    0	   64		2		0.361400
    0	   65		2		0.404800
    0	   66		2		0.316600
    0	   67		2		0.072800
    0	   68		2		0.120800
    0	   69		2		0.014000
    0	   70		2		0.464200
    0	  878		3		0.477600
    0	 8552		3		0.027600
    0	   74		3		0.563800
    0	  910		3		0.432200
    0	   75		3		0.506400
    0	   86		3		0.251000
    0	   93		3		0.579000
    0	  106		3		0.229600
    0	  136		3		0.559200
    0	  140		3		0.330400
    0	  144		3		0.191400
    0	  145		3		0.540400
    0	  151		3		0.498800
    0	  188		3		0.004200
    0	  195		3		0.377200
    0	  212		3		0.046800
    0	  213		3		0.089000
    0	  301		3		0.224000
    0	  416		3		0.164200
    0	  443		3		0.104600
    0	  478		3		0.105000
    0	  566		3		0.126800
    0	  588		3		0.174200
    0	  647		3		0.015200
    0	  734		3		0.246000
    0	  823		3		0.424400
    0	  851		3		0.341200
    0	  919		3		0.338000
    0	 1330		3		0.301200
    0	 1359		3		0.281000
    0	 1365		3		0.515000
    0	 1371		3		0.112200
    0	 1672		3		0.293600
    0	 1725		3		0.221200
    0	 1768		3		0.427600
    0	 1793		3		0.027200
    0	 1824		3		0.298600
    0	 2718		3		0.371200
    0	 2737		3		0.463400
    0	 2753		3		0.291000
    0	 3027		3		0.303000
    0	 3237		3		0.178800
    0	 3311		3		0.078200
    0	 3334		3		0.171600
    0	 3844		3		0.219600
    0	 4153		3		0.242400
    0	 4398		3		0.201800
    0	 4746		3		0.198200
    0	 5030		3		0.153200
    0	 5033		3		0.484400
    0	 5036		3		0.455600
    0	 5048		3		0.181400
    0	 5050		3		0.205000
    0	 5061		3		0.171600
    0	 6917		3		0.111800
    0	 9132		3		0.102600
    0	 9136		3		0.282400
    0	 9498		3		0.057200
    0	 9499		3		0.106600
    0	 9500		3		0.090200
    0	 9501		3		0.122400
    0	 9502		3		0.096600
    0	 9503		3		0.021200
    0	 9504		3		0.129600
    0	  308		3		0.250600
    0	10606		3		0.098800
    0	   88		3		0.493000
    0	  118		3		0.465000
    0	  949		3		0.259000
    0	 7775		3		0.214200
    0	   81		3		0.645200
    0	   82		3		0.544200
    0	  184		3		0.226800
    0	  273		3		0.333400
    0	  316		3		0.153400
    0	  390		3		0.097200
    0	 1053		3		0.138800
    0	 1139		3		0.256400
    0	 2348		3		0.487800
    0	 2630		3		0.074800
    0	 5020		3		0.157600
    0	 5024		3		0.510200
    0	 5069		3		0.058600
    0	 5587		3		0.339800
    0	 8032		3		0.113000
    0	 8556		3		0.236600
    0	 8565		3		0.170400
    0	 8566		3		0.028000
    0	 9129		3		0.201600
    0	 9130		3		0.100400
    0	 9131		3		0.291200
    0	 9133		3		0.035600
    0	 9134		3		0.045200
    0	 9135		3		0.141400
    0	   78		3		0.535600
    0	  115		3		0.274000
    0	  128		3		0.591800
    0	  362		3		0.323400
    0	  959		3		0.252400
    0	  960		3		0.027800
    0	  961		3		0.134600
    0	  962		3		0.032600
    0	  102		3		0.427800
    0	  112		3		0.483600
    0	  133		3		0.417800
    0	 1806		3		0.254200
    0	  887		3		0.495200
    0	 5023		3		0.330000
    0	  189		3		0.103200
    0	  204		3		0.256600
    0	   72		3		0.082200
    0	   76		3		0.292200
    0	   83		3		0.366800
    0	   95		3		0.483200
    0	  107		3		0.436400
    0	  109		3		0.390800
    0	  232		3		0.345000
    0	  353		3		0.056400
    0	  402		3		0.159800
    0	  409		3		0.094400
    0	  458		3		0.407600
    0	  652		3		0.159800
    0	  802		3		0.284600
    0	  873		3		0.007200
    0	  929		3		0.366400
    0	  939		3		0.148000
    0	 1028		3		0.262600
    0	 1161		3		0.290000
    0	 1287		3		0.087200
    0	 1304		3		0.040800
    0	 1334		3		0.114200
    0	 1507		3		0.294400
    0	 1528		3		0.003400
    0	 1552		3		0.244000
    0	 1819		3		0.140800
    0	 1821		3		0.168800
    0	 1927		3		0.076400
    0	 1935		3		0.139600
    0	 2111		3		0.204400
    0	 2253		3		0.272800
    0	 2720		3		0.190400
    0	 2939		3		0.036200
    0	 2947		3		0.157000
    0	 4755		3		0.125800
    0	 5041		3		0.254600
    0	 5045		3		0.294200
    0	 5046		3		0.234200
    0	 6826		3		0.040200
    0	 6827		3		0.149200
    0	 6828		3		0.052000
    0	 6829		3		0.138600
    0	 6830		3		0.021200
    0	 6831		3		0.132800
    0	 9137		3		0.577000
    0	  342		3		0.541400
    0	 1588		3		0.454200
    0	 1970		3		0.222200
    0	 5025		3		0.087800
    0	 5026		3		0.154400
    0	 5027		3		0.276400
    0	 8558		3		0.388800
    0	 8559		3		0.293400
    0	 8560		3		0.379400
    0	 8561		3		0.483400
    0	 9861		3		0.318400
    0	   91		3		0.361400
    0	  114		3		0.512400
    0	  920		3		0.256600
    0	 8557		3		0.226400
    0	   80		3		0.547200
    0	   89		3		0.527800
    0	   90		3		0.219400
    0	  277		3		0.176000
    0	  286		3		0.176800
    0	  370		3		0.256000
    0	  543		3		0.186400
    0	  659		3		0.075600
    0	  875		3		0.229000
    0	  879		3		0.006400
    0	  880		3		0.042000
    0	  918		3		0.116200
    0	  922		3		0.186400
    0	  950		3		0.143000
    0	  966		3		0.115600
    0	 1000		3		0.137800
    0	 1560		3		0.093400
    0	 1649		3		0.115600
    0	 1700		3		0.228000
    0	 1723		3		0.148600
    0	 1759		3		0.054000
    0	 1817		3		0.105000
    0	 2715		3		0.244600
    0	 2728		3		0.242800
    0	 2773		3		0.075000
    0	 4152		3		0.008200
    0	 5031		3		0.031400
    0	 5032		3		0.157400
    0	 5034		3		0.151600
    0	 5035		3		0.026400
    0	 5037		3		0.048400
    0	 5038		3		0.186000
    0	 5039		3		0.092000
    0	 5040		3		0.101400
    0	 5042		3		0.058400
    0	 5043		3		0.243400
    0	 5044		3		0.258800
    0	 5047		3		0.012000
    0	 5049		3		0.192200
    0	 5051		3		0.101600
    0	 5052		3		0.122800
    0	 5053		3		0.070400
    0	 5054		3		0.030000
    0	 5055		3		0.115200
    0	 5056		3		0.166400
    0	 5057		3		0.184000
    0	 5058		3		0.289000
    0	 5059		3		0.084600
    0	 5060		3		0.223200
    0	 5062		3		0.111800
    0	 5063		3		0.071600
    0	 5064		3		0.017200
    0	 5065		3		0.085000
    0	 5066		3		0.165600
    0	 5067		3		0.000000
    0	 8264		3		0.025000
    0	   79		3		0.268800
    0	   85		3		0.432800
    0	   87		3		0.453600
